"","Value","Totals >> G","Totals >> GS","Totals >> MP","Totals >> FG","Totals >> FGA","Totals >> 3P","Totals >> 3PA","Totals >> FT","Totals >> FTA","Totals >> ORB","Totals >> TRB","Totals >> AST","Totals >> STL","Totals >> BLK","Totals >> TOV","Totals >> PF","Totals >> PTS","Shooting >> FG%","Shooting >> 3P%","Shooting >> FT%","Advanced >> TS%","Advanced >> USG%","Advanced >> ORtg","Advanced >> DRtg","Per Game >> MP","Per Game >> PTS","Per Game >> TRB","Per Game >> AST","player_id","Split"
"7177","20-29","360","352","9470","1803","3748","124","377","722","926","115","838","1811","253","25","722","562","4452",".481",".329",".780",".536","23.8","107","104","26.3","12.4","2.3","5.0","parketo01",NA
"7178","10-19","37","34","609","115","241","11","25","41","56","9","49","144","23","0","51","44","282",".477",".440",".732",".531","23.8","108","104","16.5","7.6","1.3","3.9","parketo01",NA
"7179","0-9","4","3","23","8","11","1","2","4","4","1","3","1","0","0","2","3","21",".727",".500","1.000",".823","30.3","136","113","5.8","5.3","0.8","0.3","parketo01",NA
"7180","0 Days","229","226","7248","1557","3104","102","298","579","762","95","646","1318","178","6","533","378","3795",".502",".342",".760",".552","25.8","110","105","31.7","16.6","2.8","5.8","parketo01",NA
"7181","1 Day","603","598","19385","3911","7937","269","814","1831","2446","228","1752","3581","548","61","1456","1041","9922",".493",".330",".749",".550","25.3","110","105","32.1","16.5","2.9","5.9","parketo01",NA
"7182","2 Days","169","169","5378","1091","2227","69","234","461","618","54","465","1007","161","15","403","293","2712",".490",".295",".746",".543","25.3","108","105","31.8","16.0","2.8","6.0","parketo01",NA
"7183","3+ Days","98","94","3009","630","1266","36","115","296","375","37","265","536","78","7","261","175","1592",".498",".313",".789",".556","26.2","107","107","30.7","16.2","2.7","5.5","parketo01",NA
"7184","Eastern","409","409","12995","2633","5256","175","530","1138","1538","154","1184","2419","346","41","1016","701","6579",".501",".330",".740",".554","25.1","109","104","31.8","16.1","2.9","5.9","parketo01",NA
"7185","Western","706","693","22520","4654","9502","313","955","2077","2729","266","1991","4093","637","49","1666","1218","11698",".490",".328",".761",".546","25.7","109","106","31.9","16.6","2.8","5.8","parketo01",NA
"7186","Atlantic","145","145","4705","923","1841","59","201","431","578","58","457","865","119","9","367","262","2336",".501",".294",".746",".557","24.5","110","103","32.5","16.1","3.2","6.0","parketo01",NA
"7187","Central","154","154","4905","976","1972","72","216","429","590","56","418","898","131","20","363","278","2453",".495",".333",".727",".550","24.9","110","106","31.9","15.9","2.7","5.8","parketo01",NA
"7188","Midwest","67","67","2188","332","772","62","188","146","199","34","190","342","66","8","146","142","872",".430",".330",".734",".507","21.5","103","101","32.7","13.0","2.8","5.1","parketo01",NA
"7189","Northwest","189","186","5934","1300","2587","64","185","613","790","68","512","1130","170","15","465","319","3277",".503",".346",".776",".558","27.1","111","107","31.4","17.3","2.7","6.0","parketo01",NA
"7190","Pacific","279","272","8829","1835","3749","145","424","791","1055","95","782","1620","263","9","657","474","4606",".489",".342",".750",".547","25.5","109","106","31.6","16.5","2.8","5.8","parketo01",NA
"7191","Southeast","110","110","3385","734","1443","44","113","278","370","40","309","656","96","12","286","161","1790",".509",".389",".751",".557","26.3","109","103","30.8","16.3","2.8","6.0","parketo01",NA
"7192","Southwest","171","168","5569","1187","2394","42","158","527","685","69","507","1001","138","17","398","283","2943",".496",".266",".769",".546","26.5","109","106","32.6","17.2","3.0","5.9","parketo01",NA
"7193","Atlanta","28","28","897","186","366","11","35","72","104","7","73","170","23","4","63","58","455",".508",".314",".692",".553","24.7","112","102","32.0","16.3","2.6","6.1","parketo01",NA
"7194","Boston","28","28","899","177","334","12","36","74","100","10","95","151","34","1","71","49","440",".530",".333",".740",".582","23.4","110","103","32.1","15.7","3.4","5.4","parketo01",NA
"7195","CHH, CHA, CHO","25","25","781","153","303","11","28","49","73","11","76","138","33","4","68","32","366",".505",".393",".671",".546","24.0","105","99","31.2","14.6","3.0","5.5","parketo01",NA
"7196","Chicago","28","28","906","199","384","17","47","76","110","6","68","180","17","4","64","50","491",".518",".362",".691",".568","25.3","113","106","32.4","17.5","2.4","6.4","parketo01",NA
"7197","Cleveland","25","25","767","155","303","6","32","67","92","13","82","153","20","6","57","42","383",".512",".188",".728",".558","24.8","112","107","30.7","15.3","3.3","6.1","parketo01",NA
"7198","Dallas","53","52","1709","359","772","26","81","165","215","19","155","257","39","6","132","117","909",".465",".321",".767",".524","27.5","103","108","32.2","17.2","2.9","4.8","parketo01",NA
"7199","Denver","47","46","1509","308","601","24","63","125","176","14","122","285","43","6","123","79","765",".512",".381",".710",".564","24.5","110","105","32.1","16.3","2.6","6.1","parketo01",NA
"7200","Detroit","27","27","866","181","352","5","20","78","102","8","61","147","29","1","73","43","445",".514",".250",".765",".561","26.6","108","106","32.1","16.5","2.3","5.4","parketo01",NA
"7201","Golden State","51","51","1588","344","683","22","60","176","234","17","152","331","48","1","126","101","886",".504",".367",".752",".564","25.9","113","104","31.1","17.4","3.0","6.5","parketo01",NA
"7202","Houston","56","56","1912","364","788","18","69","148","195","25","180","350","53","3","124","79","894",".462",".261",".759",".512","24.6","106","106","34.1","16.0","3.2","6.3","parketo01",NA
"7203","Indiana","28","28","908","188","398","15","38","99","134","11","85","149","28","4","61","41","490",".472",".395",".739",".536","26.1","109","106","32.4","17.5","3.0","5.3","parketo01",NA
"7204","LA Clippers","49","48","1552","311","631","30","73","139","195","13","130","314","44","0","94","88","791",".493",".411",".713",".552","24.9","113","105","31.7","16.1","2.7","6.4","parketo01",NA
"7205","LA Lakers","50","49","1550","346","687","17","51","141","181","17","133","281","42","1","113","67","850",".504",".333",".779",".554","26.2","110","107","31.0","17.0","2.7","5.6","parketo01",NA
"7206","Memphis","49","47","1609","305","627","22","72","144","187","25","136","286","38","9","129","73","776",".486",".306",".770",".547","24.9","108","104","32.8","15.8","2.8","5.8","parketo01",NA
"7207","Miami","28","28","845","155","313","13","34","75","101","6","56","154","30","1","61","37","398",".495",".382",".743",".557","23.5","109","102","30.2","14.2","2.0","5.5","parketo01",NA
"7208","Milwaukee","28","28","879","170","358","13","35","78","104","9","74","188","25","4","70","58","431",".475",".371",".750",".534","25.1","108","108","31.4","15.4","2.6","6.7","parketo01",NA
